FullHaul,DumpingTime,EmptyHaul,LoadingTime,CycleDistance,TotalCycle,MinedTonnes
12.1,4.2,18.8,3.2,6.5,39.7,1756.95
16.4,0.3,11.1,3.3,4.7,31.5,2027.25
13.6,4,6.7,3.8,5.8,28.3,270.3
18.2,0.1,16.4,3.8,3.9,39.1,135.15
11.9,0.6,11.6,1.7,6.3,26.6,2162.4
10.9,3.8,34.2,4.1,8.9,56,135.15
12.9,4,11.2,3.1,7.6,35.7,1486.65
12.8,1.1,11.1,2.2,7.7,30.3,2432.7
9.6,1.7,10.8,2.5,5.4,25.9,1892.1
15.2,0.6,10.6,4.1,8.2,31.5,135.15
12.1,1.5,16.2,3.8,5.1,33.8,540.6
23.7,1.8,7.8,6.6,9.4,41.8,946.05
14.8,3.2,12.1,6.7,6.9,37.8,405.45
7.1,0.1,14.2,8,5.2,29.5,540.6
13,3,1.4,7.4,8.3,24.8,135.15
16.1,0.1,11.8,6.6,8.6,35.6,810.9
20.2,0.1,9.9,5.7,8.3,37,405.45
12.8,0.2,6.1,8.3,16,28.8,405.45
18.5,0.1,8.5,5.4,7,32.8,405.45
14.9,2.7,12.8,5,8.3,35.5,270.3
14.1,3.4,25.6,6.2,9,52.7,270.3
22,0.1,12.5,8.6,9.3,43.2,135.15
12.5,3,16.2,5.4,7.2,37.8,1756.95
11.1,3,8.4,8.8,8.9,35.3,270.3
14.7,4.2,21.4,4.2,8.5,46.3,405.45
10.4,4,9.9,8.7,3.4,33,135.15
17.6,0.3,9.5,4.6,6.7,32,1216.35
9.3,0.1,7.5,2.7,4.8,19.9,1216.35
15.8,0.4,14.6,4.7,7.3,36.5,1486.65
14.7,0.1,11.8,3.7,4.5,30.3,270.3
13.8,0.1,14.4,4.1,6.6,34.4,540.6
12.4,1.6,12.9,2.9,6.2,30.1,1081.2
12.9,0.2,12.9,4.8,11,35,675.75
12,2.7,15.5,3.5,7.7,34.3,135.15
12,0.7,11.1,4.8,7.2,30.3,1216.35
15.2,0.8,4.6,3.7,7.8,25.4,810.9
9.7,8.6,29.6,4.2,4.5,52.2,405.45
11.4,1.7,10.9,3.1,3.4,27.1,135.15
14.9,1.1,10.6,3,7.3,29.6,135.15
7.3,0.2,21.2,5.3,9.8,36.4,270.3
24.7,0.2,13.9,3.6,12.8,42.4,135.15
6.2,0.9,0.4,2.5,3.4,15.6,270.3
14.8,0.2,7,4,6.6,28.8,810.9
14.3,1.4,20.7,4.3,5.5,42.1,675.75
11.9,1,12.4,4.7,7.4,36.1,405.45
13.6,0.5,13.7,4.6,9,35.2,1081.2
13.4,0.7,7.1,4.3,7,28.4,675.75
14,0.1,12.6,4.4,7.4,37.4,405.45
15.8,3.5,18.6,3.8,7.8,41.8,270.3
14.1,3,25,3.6,7.5,46.5,1216.35
10.3,3,13,2.4,4.5,29.1,675.75
10.6,1.1,13.1,2.8,4.3,27.7,540.6
16.5,0.1,7.6,4.3,7.2,28.5,270.3
13.2,1,20.7,3.8,7.2,38.8,135.15
12.3,0.1,2.3,2.6,6,17.5,946.05
7.1,0.1,7,3,6.5,17.2,1351.5
11.8,1.8,16.1,4.5,7.5,34.7,1351.5
17.5,0.2,5.9,3.9,9.1,30.2,1756.95
12.4,2.1,12.5,4.4,6.6,33.4,1351.5
13.3,0.1,7.7,4.2,8.7,31.3,1351.5
10.3,11.3,13,4.8,10.3,42.7,540.6
14.4,9.8,3.5,3.8,11.1,32.2,270.3
14,2,15.6,4,6.2,36.4,675.75
12.7,0.1,13.5,3.9,7,31.6,540.6
15.4,1.6,0.8,2.8,7.3,20.9,540.6
16.2,2.8,19.4,3.5,5.9,42.2,270.3
18.3,0.1,3.8,4.3,8.8,26.5,405.45
25.9,0.1,0.1,6.3,13.3,32.4,135.15
11.2,5.2,3.3,4.7,5.9,24.6,405.45
18.7,0.1,10.5,2.6,7.3,31.9,540.6
14.3,3.5,12.3,5.1,7.5,36.4,675.75
11.9,3.2,10.6,3.3,6.5,29.9,1621.8
18.7,1.1,9.2,5.3,8.6,38.1,946.05
14,0.1,8.8,3.4,6.9,28.2,1216.35
16.7,0.2,7.8,5.3,10.2,32.7,1216.35
15.3,3.7,3.8,4.2,7.1,29,1351.5
14,3.8,21.2,4.4,4.7,43.4,810.9
14.9,4.6,0.6,4.8,6.2,29.7,270.3
14.9,0.2,4.1,3.8,8.6,29.2,1216.35
9.9,3.2,9.9,3.6,4.7,29.8,540.6
11.7,2.2,6.2,4.8,7.7,25.5,1486.65
14.4,3.7,29.7,5.1,8.2,52.9,270.3
20.2,1.5,12.7,3.1,8.4,39.3,675.75
7.3,7.1,6.3,5,7.2,26.4,675.75
2.2,0.1,7.1,12.2,4.4,21.8,135.15
27.4,0.6,17.9,4.3,9.6,50.2,405.45
15,2.8,11.5,4,7.2,33.8,135.15
13.8,1.6,12.1,3.2,8.6,32.1,270.3
15.5,0.2,12.3,4.4,8.8,33.4,675.75
13.2,0.3,13.5,4.1,8.5,31.1,270.3
17.4,0.4,3.8,2.6,11.9,24.3,270.3
18.2,0.2,10.6,3.5,11.2,32.5,540.6
10,0.5,15.8,3.9,7.5,31.4,1081.2
13.8,0.1,14.4,3.3,7.5,34.4,946.05
16.8,0.5,0.1,2.7,4.1,20.1,135.15
14.1,0.2,12.2,4.3,7.8,30.8,1081.2
18.6,0.4,30.1,3.7,12.1,52.8,135.15
16.9,0.2,13.6,3.8,8.4,35.1,1216.35
14.2,0.1,14.6,4.3,7.4,33.4,675.75
15.7,2.9,8.8,3.3,8.5,34.4,946.05
15.5,0.3,8.6,4.5,7.8,30.5,1621.8
14.3,4,10.4,4.5,7.2,35.7,1486.65
18.6,3.4,24,4.3,8.6,52.1,135.15
2.1,0.1,51.1,0.3,7.2,53.6,135.15
18,0.3,15.3,4.2,8.8,39.6,405.45
10.6,3.4,18.5,4.1,6.7,38.2,2162.4
15.4,0.1,12.6,4.1,8.2,32.2,270.3
16.1,0.1,14.4,6.9,8.2,37.8,270.3
13.4,0.6,14.5,6,7.3,34.5,540.6
17.5,0.2,8.6,6.3,8.3,37.6,1081.2
11.5,2.5,16.9,3.5,8.1,36.9,1081.2
10.9,2.5,7.4,3.6,5.9,26.5,1216.35
11,0.2,5.7,3.5,5,20.8,1216.35
16,0.2,12.5,4.1,7.5,35.9,1756.95
15.4,0.2,9.6,4.3,6.8,30,1351.5
13.2,2.3,36.7,4.3,7.5,57.4,810.9
12.6,1.7,28.2,3.2,7.3,47.7,270.3
18.5,0.7,1.8,6.5,7.8,27.6,135.15
16.7,0.1,30.2,10.5,7.7,57.5,135.15
14.3,3.2,15.9,4.2,8.3,39.2,1081.2
16.5,0.1,2,3.7,4.3,22.3,270.3
14.5,3.6,11,3.5,7.5,32.7,135.15
19.9,0.1,11.8,2.8,7.2,36,405.45
16.8,4.3,8.1,6.2,7.6,36.6,270.3
25.1,0.1,0.7,4,16.2,30,135.15
11.9,0.1,6.6,3.3,5.2,21.9,675.75
12.9,3,15.1,3.1,7,34.4,2162.4
11.2,3.1,7.8,3.4,5.2,25.6,1081.2
11.5,0.4,6.7,4.9,6.6,23.5,675.75
17.7,0.4,6.6,5,6.2,29.8,675.75
12,4.7,23.2,4.9,7.7,45.2,135.15
11.1,0.1,5,4.6,7.2,20.8,810.9
14.7,1.6,18.8,4.3,8.2,39.6,810.9
15.2,2.5,26,4.2,7.5,49.2,405.45
16.5,2.1,13.1,4.1,8.6,37.7,1756.95
13.3,0.1,10,5.4,8.1,30.4,675.75
14.6,10.5,23.3,4.6,8.2,53,405.45
16.7,0.1,16.8,4.6,7.9,40,946.05
20.1,0.2,7.1,5.5,7.7,37.1,1351.5
13.6,3.4,19.1,5.4,8.6,42.6,1756.95
18.9,0.3,1.4,5.7,8.7,26.3,135.15
15,3.9,7.8,5.2,10.3,35.1,810.9
13.7,3.4,7.9,5.9,9.9,34.1,1216.35
19.7,0.1,13.3,4.2,11.4,37.3,540.6
17.1,0.3,26.9,4.6,13.2,48.9,270.3
16.2,2.4,6.2,2.9,7.5,30.4,405.45
15.4,4.5,2.3,4.1,8.1,27.4,675.75
16.5,0.2,13.2,4.2,8.4,34.1,1081.2
15.5,4.4,11.7,5.1,8.1,38.3,1486.65
15.6,0.1,11.2,3.5,7.4,32.3,2162.4
17.1,0.2,12.3,4,8.8,33.6,540.6
15.4,1.8,15.3,3,9.3,39.6,135.15
13.6,2.1,22.2,4.8,11.5,43.7,540.6
13.9,0.2,7.3,2.8,6.8,25.3,2162.4
11.5,0.2,9.9,5.1,8.4,27.6,270.3
14.9,2.7,12.6,4.2,7.1,36,675.75
17.4,0.1,13.5,5.5,6.5,37,405.45
16,0.2,15.1,5,3.9,36.3,135.15
12.1,0.7,9.8,4.7,4.7,28.1,1351.5
13.1,2.4,13.5,3.8,6.3,33,1486.65
11.7,0.4,29.2,7.5,8.7,48.8,540.6
28.2,3.6,21.9,6.5,8.7,60.2,135.15
15,0.9,6.8,4.5,9.2,29.5,540.6
15.6,4,14.6,4.9,8.3,41.2,675.75
8.4,3.1,10.6,2.9,9.1,25.2,135.15
12.7,0.2,17.5,3.7,7.2,34.3,270.3
14.8,3.8,21.2,3.1,7.1,46.2,270.3
12.3,0.3,15.6,3.4,6.8,31.6,270.3
14.5,0.2,8.8,3.7,5.9,27.2,270.3
18.1,0.3,7.2,3.3,6.8,31.5,946.05
22.7,0.1,12.5,3.1,7.9,38.4,270.3
10,0.4,2.7,5.3,3.5,18.5,2838.15
10.9,1.3,2.1,4.1,3.6,18.9,810.9
16.4,0.1,6,6.7,5.6,29.2,405.45
8,0.4,10.3,4.2,1.7,23.5,405.45
7.5,0.1,21.1,2.9,2.9,35.8,135.15
7.5,0.7,6.7,6.5,2.3,21.6,405.45
4.6,0.1,2.6,6.7,1.5,16.7,270.3
12.8,1.4,24.1,3.2,9.3,42,405.45
15.5,2.5,8.7,3.3,7.6,31.4,405.45
12,2.1,11,2.7,6.8,28.2,1756.95
17.8,0.9,3.8,2.5,8,25.5,405.45
20.3,0.1,15.3,3.4,10.2,40.4,270.3
13.6,1.8,6.9,3.6,9.7,26,946.05
14,0.3,17.3,3.8,6.7,35.4,270.3
12.9,4,6.8,2.7,6.7,26.6,1081.2
15.9,0.1,21.2,2.8,6.5,40,270.3
15.8,5.2,4.7,3.5,6.9,30.1,675.75
12.8,4,6.9,2.7,7.9,29,1351.5
14.7,0.2,14.5,1.8,8.5,31.8,1216.35
16.7,0.5,7.2,2.4,8.8,30.1,1892.1
15.9,0.3,21.1,1.7,10.2,39.2,270.3
18.9,0.2,9.1,3.1,7.4,33.9,405.45
8.9,2.6,12.4,2.6,13.5,26.5,405.45
12.1,0.3,12.3,3.7,7.2,31,1081.2
10,0.3,15.7,3.2,6.8,37.6,405.45
13.7,0.7,15.5,2.8,7.3,33.5,540.6
11.3,1.7,8.4,2.2,4.7,24.4,946.05
18.5,0.3,5.9,2.7,7.4,30.5,946.05
15.5,2.3,14.4,4.1,7,36.6,540.6
14.3,0.9,4.5,3.2,10.4,23.8,405.45
16,0.5,6.8,3.3,6.9,29.8,405.45
16.9,5.4,6,5.1,7.9,33.6,405.45
24.2,0.2,12.5,2.7,9.2,44.3,405.45
12.9,0.4,9.2,3.7,10.4,28.7,946.05
12.6,0.5,12.4,3.7,7.1,35.6,946.05
13.5,0.9,2.6,5,8.1,22.8,135.15
12.9,1.5,22.3,4.4,7.6,42.5,135.15
15.7,0.1,11.6,3.1,8.6,32.4,946.05
18.7,0.5,3.8,3,8.5,31,540.6
15.6,0.2,12.9,3.2,8.3,32.9,270.3
15.5,0.1,7.4,3.8,7.9,26.8,135.15
0.4,1.1,11.5,0.1,7.1,13.1,135.15
16.2,0.3,7.1,3.4,9.3,27.5,270.3
12.4,1.2,16.8,3.5,7.8,36.1,540.6
13.7,0.4,18.4,3.3,7.6,35.8,405.45
12.1,0.4,8.9,2.7,6.5,24.7,810.9
13.6,0.4,13.6,2.2,8.1,30,1756.95
14.7,0.3,11.5,2.2,8.3,31,2027.25
13.6,0.3,9.5,2.7,8.9,28.8,1486.65
14.2,2,25.7,4.9,8.7,50.3,135.15
5.5,0.1,1.7,1.6,3.6,9.9,675.75
12.3,0.3,11.2,3.6,7.3,32,540.6
9.1,0.1,3.9,1.7,9.1,14.8,675.75
13.4,6.4,30.6,3,7.1,53.4,270.3
12.2,0.1,21.2,3.2,6.7,45.6,135.15
13.9,0.2,3.3,1.8,8.2,20.4,270.3
14.3,4.1,13.8,2.5,8,34.8,946.05
12.6,0.2,8.4,1.9,6.9,23.8,1216.35
15.2,0.4,5.9,4.6,8,29,540.6
31.7,10.7,2,3.1,10.5,47.5,135.15
2.8,0.2,19.2,3.8,4,26,135.15
8,0.2,6.2,2.3,5.1,17.2,2027.25
11.2,2.4,17,3,6.8,35.6,1486.65
12.7,0.1,12.1,3.5,7.1,29.2,1351.5
11.5,0.1,11.2,3.8,7,26.7,135.15
13.6,1,6.7,4.1,7.3,27.5,270.3
12.4,0.1,6,2.7,7.3,23.4,270.3
16.1,0.3,13.7,3,7.3,33.2,270.3
15,0.1,11.4,2.7,7.2,29.3,270.3
12.8,0.1,12.1,3.9,8.6,29,810.9
15.1,0.1,17.2,3.8,7.3,57,135.15
5.5,0.2,2.5,1.5,2.7,9.7,405.45
13.6,2.1,12.5,1.9,6.8,30.1,135.15
20.8,0.2,10.6,3.3,12.4,35,405.45
14.8,0.5,9.6,3.4,8.4,29.4,1756.95
12.3,0.6,13,3.5,8.6,30.8,946.05
11,0.3,11.5,2.7,7.5,26.3,2162.4
12.4,1.7,12.5,2.7,8,29.3,135.15
13,1.2,16.4,2.2,7.1,34,405.45
7.9,0.1,11.1,3.1,5.2,24.5,2162.4
15.2,0.2,12.6,2.6,8.9,32.8,1621.8
10.1,0.3,11,3,6,25.9,1216.35
14,0.8,16.5,3.1,6.9,35.8,1351.5
12.5,0.4,15.5,4.6,17.1,34.9,270.3
18.1,3.8,10.8,2.8,7.5,35.9,540.6
18.4,0.4,7.6,3,7.9,33.1,1621.8
14.8,2.5,8.1,3.3,8,31,1216.35
10.2,0.6,4.9,2.1,8.5,19.3,2567.85
13.8,0.1,12.2,3.4,8,31.2,1892.1
8.4,7.5,6.8,2.9,6.7,28.9,675.75
9,1.2,0.1,3.6,7,16,135.15
14.5,0.4,11.1,2.1,8.1,30.1,1216.35
12.8,1.6,9,3.6,8,28.6,405.45
14.2,0.7,9.4,3.1,8.4,27.6,405.45
15.1,0.3,12.2,1.7,8.1,29.8,270.3
21.7,0.6,8.9,2.7,12.8,33.9,270.3
17.6,0.4,10.9,3,11.2,33.1,270.3
14.8,0.3,10.4,3.1,6.9,30.4,675.75
13.2,0.4,13.6,2.6,11.3,32.8,270.3
12.4,0.3,7.6,1.7,6.5,22,1756.95
9.8,2.7,6.9,2.8,5.4,22.3,540.6
12.9,0.3,11.1,3.4,6.8,29.6,1216.35
15.9,0.2,10.8,2.5,7.8,29.4,1081.2
10.2,2.5,24.1,2.5,9.1,39.3,405.45
16,0.4,28.5,6.5,12.6,51.7,270.3
14,2.1,17,2.7,9.4,37.5,946.05
18,0.1,15.5,3.7,8.2,37.4,135.15
13.7,0.3,7.2,2.8,6.8,26.5,675.75
16.6,0.3,8.5,2.9,7.7,33.1,540.6
16.7,0.4,18.8,3,9,38.9,135.15
20.3,0.5,12.8,4.6,10,40.6,1081.2
6.9,1,1.6,3.8,3.3,17.7,270.3
13,0.2,6,6.5,3.6,25.8,405.45
6.9,0.2,5.7,2.5,0.9,15.3,270.3
10.8,0.1,6.4,2.3,2.1,19.8,405.45
8.5,0.6,2.7,3,3,16.7,810.9
12,0.1,8.3,3.9,4,24.8,1756.95
15,0.2,6.7,3.6,3.8,25.6,810.9
19,0.1,9.3,5.2,5.1,34.3,270.3
8.6,0.1,5.7,3.1,4,18.3,405.45
12.7,0.1,1,4.1,4,19.2,270.3
3.8,1.1,4.6,3.3,1.3,15.7,810.9
11.1,0.1,11.8,3.8,1.5,26.8,540.6
10.7,0.1,6.5,7.1,1.9,38.7,135.15
8.1,0.6,5,5.2,4,20.2,675.75
13.5,0.2,4,5.2,3,24.4,1621.8
5.2,0.5,0.2,7.9,3.1,20.4,135.15
16.6,0.1,2.2,4.6,3.4,24.8,405.45
13.3,0.2,4.3,4.2,3.7,23.7,2567.85
10.5,0.4,10.3,3.7,3.9,26.2,1892.1
7.9,0.9,9.9,3.8,1.9,22.7,810.9
13.5,0.9,7.3,3.7,4,26,270.3
7.9,0.1,5.8,4.4,1.4,20.2,405.45
10.6,0.2,8.1,5.1,3.3,24.1,540.6
9.7,1.8,9,5.5,3.3,27.4,2297.55
13.3,0.2,6.6,4.9,3,26.6,540.6
9.6,0.1,2.7,6.8,3.7,19.8,270.3
6.3,0.7,15.5,9.3,6.7,38.4,135.15
9.7,2,6.2,6.1,4.8,24.6,1081.2
11.9,0.4,6.4,5.8,3.2,25.2,2432.7
9.5,0.4,6.2,6.4,1.9,22.6,540.6
15.8,0.4,4.3,6.4,6.9,27.8,540.6
8.9,0.2,4.3,6.2,1.9,19.8,405.45
8.1,0.8,13.5,4.1,3.7,30.2,675.75
10.3,0.3,8.3,5.4,7.2,25.2,540.6
9,0.2,5.5,5.6,3.3,20.8,2973.3
10.9,0.1,8.9,7,4.7,27.3,270.3
6.1,1.9,3.6,3.6,3.1,16.3,2162.4
6.9,0.1,2.4,4.1,2.1,14.4,2162.4
7.4,0.1,9.2,4.3,2.2,21,946.05
9.8,0.2,8.9,6,3,25.1,810.9
12.7,4.4,5.2,4.4,5.7,26.8,675.75
13.3,3.1,3.8,5.3,6.8,27.9,405.45
7.9,7.2,7.8,6.2,4.4,34,405.45
11.6,1.2,8.1,5.4,6,26.8,1216.35
13.9,3.6,16.3,7.6,6.3,42.5,270.3
11.5,0.2,5.2,5.2,2.8,22.4,810.9
12.2,0.1,4.3,4.5,3.4,21.2,1081.2
11.3,2.5,4.4,4.9,4.1,23.5,1216.35
7.3,1.1,2.5,6.3,1.8,17.2,405.45
7.9,2.1,7.4,4.8,2.2,22.5,1351.5
8.1,0.2,7.4,4,3.8,22,1892.1
9.7,2,7.4,5.6,6.7,25.3,1081.2
5.5,0.1,0.1,6,3.9,11.7,135.15
11.6,0.7,9,4.7,3.8,26,1081.2
18,0.2,5,4.1,7,32.3,135.15
9.3,0.1,10.5,7.8,3.7,29.1,1486.65
11.5,0.4,12.5,8,6.6,32.7,540.6
10,0.2,3.4,4.5,3.7,18.2,2027.25
10.5,0.1,4.4,4.6,4.3,21.7,2973.3
5.6,0.5,4.1,4.8,3.3,17,3649.05
11,0.1,7.5,7.2,3.1,28.5,540.6
7.4,0.6,4.6,6.5,3.1,20,1486.65
8.8,0.9,21.4,8.3,4,40.2,270.3
11.4,3.1,25.4,7.2,2.6,47.1,135.15
12.7,0.2,10.7,9,6.3,38.8,270.3
13.4,0.2,4,8.6,2.3,28,946.05
8.8,0.1,3.8,5.2,1.8,18.2,3108.45
8,3.5,8.9,8.1,4.8,29.3,1081.2
8.2,2.8,7.5,6.1,4.3,26.7,1216.35
9.6,3.8,0.5,6.9,1.4,20.8,135.15
9,0.2,6.4,3.8,1.5,19.8,2567.85
17.7,0.3,26.7,5.4,4.7,51.8,135.15
14.7,1.3,23.8,2.8,5.5,42.6,405.45
11.3,0.4,3.4,7.4,1.7,22.7,2297.55
13.3,0.1,11.5,6.1,1.7,31.1,540.6
15.3,2.8,12.3,3,6.5,36.2,1486.65
17.2,0.3,9.2,2.3,9,30,946.05
8.7,5.1,5.9,1.3,3.5,21,270.3
11.4,0.1,13.3,3.5,6.2,29.7,1081.2
12.6,0.3,14,3.8,6,31.8,540.6
12.4,0.1,18.4,3.5,3.4,34.4,135.15
12.7,0.2,18.7,1.6,5.8,33.2,540.6
9.9,3,18,3.3,5.6,34.3,1216.35
11.2,0.1,8.7,1.6,4.8,21.7,2162.4
12.9,0.1,12.2,3.2,7.8,29.1,1621.8
13.1,0.1,7,1.5,6.6,21.7,675.75
14.1,0.4,14.9,4.2,7.6,33.6,405.45
15.5,0.1,9.2,2.9,6.4,27.8,540.6
14.3,0.3,11.2,3,6.9,29,675.75
7.2,0.1,7.5,2.5,3.9,18.2,1351.5
13.3,0.2,15.4,1.6,5,30.5,405.45
15.6,0.8,7.1,2.7,9,28.2,405.45
15.9,3.5,11.9,3.2,8.7,37.6,810.9
22.7,0.1,18.3,5.4,7.6,46.5,135.15
19.6,0.6,15.1,3.3,7.7,39.6,1621.8
16.6,2.8,13.1,3.1,7.8,36.9,540.6
19.5,0.3,13.7,3.3,7.2,37.4,405.45
11.6,12.9,23.9,3.2,8.3,54,270.3
22.1,0.1,7.3,2.9,9.8,34.2,270.3
14.3,0.1,25.7,4.6,7.8,44.7,135.15
11.9,0.2,5.6,2.1,5.7,21.2,1486.65
17.4,0.4,10.6,2.6,7,32.7,405.45
17.9,0.2,11.1,2.4,9.1,34.3,1892.1
12,1.5,8.9,3.3,8.5,25.8,1216.35
15.6,0.1,11.5,1.7,7,29,946.05
17,2.8,4.4,2.8,8.6,27.4,270.3
12.4,5.4,12,2.8,7.6,33.9,946.05
16.5,0.3,12.4,3.7,8.3,36.8,135.15
16.6,0.3,2.2,4.4,7.9,23.5,135.15
16.3,0.2,9.9,2.4,7.9,30.8,270.3
15.3,1.2,9.5,3.9,13.3,30.5,405.45
17.5,0.3,12.6,2.7,8.8,46,135.15
11.1,0.1,11.6,0.7,5.7,23.6,135.15
14.7,0.2,12.5,1.7,7.4,29.1,270.3
9.1,0.1,10.4,1.6,5.8,22.5,2973.3
17.1,0.7,9.6,2.6,6.7,30.3,1351.5
9.1,0.2,7.5,1.6,4.4,18.8,3513.9
13.9,2.9,18.1,3.2,7.3,39.8,946.05
17.6,0.1,12.7,3.4,9,34.3,1486.65
10.3,1.7,13.1,2,6.3,27.8,2567.85
17.2,0.4,9.1,2.1,7.8,29.2,1892.1
16.7,1.1,10.8,2.3,8.1,33.9,540.6
16.2,0.6,11.6,2.1,8.3,32.8,1756.95
13.8,2.7,14.9,2.2,8,34.6,135.15
14.6,2.6,5.8,2.3,5.9,26.1,675.75
20,0.4,11.1,2.9,7.2,34.8,405.45
17.7,0.2,11,2.6,6.9,32.3,1756.95
11.6,0.2,7,1.1,6.3,22.7,1892.1
13.3,2.5,6.9,3.5,6.7,27.9,1081.2
13.9,2.1,11.8,4.1,8.9,36.4,540.6
18.9,2.5,35.5,3.5,8.7,60.6,135.15
15.2,0.5,7.8,2.6,9.1,27.3,2162.4
12.1,1.9,12.6,3.6,7,30.8,1486.65
15.3,0.2,15.1,2.5,7.7,33.3,675.75
11.6,0.3,10.6,1.8,6,27.1,1081.2
18.3,0.2,11.3,3.9,3.7,33.7,270.3
2,0.1,9.3,3.1,6.9,14.8,135.15
14.3,1.1,10.8,2.5,8.5,28.7,270.3
12.9,0.3,11.1,2.5,8.7,29.7,2297.55
13.7,3,9.1,2.8,8.7,29.9,810.9
14.6,3.8,38.1,3.5,8.4,60.8,135.15
11.5,2.3,30.5,2.6,7.6,46.9,135.15
11.8,0.1,6.7,2.9,7.6,21.7,675.75
15.2,4.6,5.6,2.2,5,27.6,270.3
11.2,0.1,13.3,1.9,6.8,27,405.45
14,3.2,15.8,3.2,8.4,37.8,675.75
12.7,0.3,11.5,2.8,9.2,31.3,675.75
9.9,6.1,7.2,2.9,7.9,28.8,540.6
16,0.2,11.1,1.4,8.6,30.6,1892.1
18,0.2,13.9,2.4,7.6,37.8,1756.95
9,0.2,7.3,0.9,3.9,17.8,1892.1
18.8,0.3,13.2,2.4,4.2,34.7,135.15
14,2.1,16.5,2.7,7.8,37.8,1216.35
12.7,0.3,14.9,1.9,9.3,33.8,1351.5
12.7,1.3,9.4,2.4,7.5,30.9,2027.25
13.7,1.6,13.4,2.8,7.7,33.5,1892.1
14.1,0.1,14.6,2,8.3,32.4,1486.65
14.3,0.3,7.6,1.9,9.3,27.1,1621.8
16.2,0.1,11.5,1.1,9.2,28.9,135.15
13.6,3.4,40,3.9,8,62.2,270.3
15.3,0.5,9.2,2.5,7.9,29.8,2162.4
5.3,0.1,16.7,2.7,8.4,24.9,135.15
15.9,0.4,12.9,2.5,8,34.2,1486.65
11.6,0.7,14.5,3.5,5.1,30.7,1756.95
10.4,0.2,8.5,2.8,5.7,22,946.05
9.3,12.2,15.3,2.1,7.3,39.3,405.45
5.5,0.1,12.3,2.1,4,20,135.15
18.3,0.1,15.3,2.7,6.1,37.1,270.3
1.1,0.2,20.8,5.5,8,28,135.15
12.6,0.2,10.4,2.1,5.6,25.3,1216.35
14.4,2,12.6,2.5,8,33.6,2297.55
17.9,0.3,11.9,2.5,6.4,32.6,810.9
15.2,0.2,12,1.5,5.1,29.8,1756.95
15,2.8,9.7,3.4,7,32.5,1486.65
14.9,0.2,8.6,2.7,6.2,27.8,1486.65
17.3,0.5,6.3,3,8.6,28.9,270.3
16,0.2,11.3,2.2,7.7,30.1,675.75
18.1,0.1,9,1.8,8.6,32.1,675.75
13.1,2.1,10.2,3.5,7,30.1,1756.95
6.4,0.2,30.3,3.6,7.6,56.7,135.15
23,0.1,13,3.1,11.8,45.8,135.15
15.8,0.3,7.3,1.7,8.5,28.8,1216.35
14.7,0.1,13.6,2,10.9,30.6,135.15
15.6,3.4,0.8,7.5,4.7,31.7,270.3
18.4,0.1,3.1,3.7,10.6,31.2,405.45
15.9,0.4,12.7,2.5,8.7,33.3,1351.5
17.9,0.1,10.5,3.7,7,32.4,540.6
15.7,0.2,9.8,2.8,8,29.9,405.45
10.5,0.4,10.4,1.8,7.3,24.6,405.45
11.4,0.1,5.6,2.6,6.5,23.4,2027.25
17.7,0.1,13.4,3.6,8.3,35.4,540.6
10.8,1.9,22.6,4.6,7.1,41,540.6
12.8,3.2,34.1,7.7,7.7,63.4,135.15
11.4,1.8,17.6,2.5,5.4,34,946.05
17.5,0.2,11.8,3.3,8.4,34.7,810.9
15.8,0.1,25,4.5,8.4,45.4,135.15
7.7,3,31.5,8,7.5,50.2,135.15
8.4,0.1,5.2,0.9,3.2,14.6,1621.8
13.5,1.5,12,3.9,9.2,32.6,405.45
16.5,0.4,16.4,2.4,7.3,36.6,946.05
14.1,2.9,20.8,2.8,7.6,42.4,1486.65
12.1,2.9,17.5,2.6,6.9,37.8,1216.35
19.1,0.3,35.5,2.9,8.4,57.8,135.15
13.2,0.1,12.2,2.4,8.4,27.9,405.45
20.7,0.2,9.2,3.5,5.9,35.7,675.75
8.5,2.6,24.7,3.2,6.4,43.7,540.6
11.2,1.6,12,2.5,6.9,30.3,1756.95
16.9,3.2,12.9,2.5,7.1,36.4,1216.35
19.1,0.3,11.8,2.6,8.7,33.9,270.3
18.2,0.1,5.3,1,8.4,24.6,270.3
17,0.8,14.6,3.8,9.6,36.3,1081.2
10,0.1,16.7,2.3,8.6,38.1,405.45
17.5,0.3,13.6,3.7,6.7,36.6,540.6
15.9,4.2,19.7,3.5,9.3,44.8,1081.2
19.5,0.3,4.7,1.5,8.4,26.6,675.75
11.9,3.2,15.2,3.4,7.4,36,2162.4
17.8,0.3,11.8,3.1,8.2,33.2,1351.5
12.7,0.3,12.8,4.7,8.2,32.5,675.75
15.9,0.3,8.9,3.8,6.3,28.9,270.3
12.3,6,21.6,4.1,7.2,51.5,675.75
13.2,2.9,11.4,2.7,7.4,32,2162.4
16.6,0.3,10,2.8,10.7,31.9,1621.8
19.3,4.7,127.9,4.5,8.8,157.4,810.9
10.3,2.5,17.4,4,4.2,34.2,270.3
15.3,0.1,13.6,1.3,8,30.3,270.3
15.9,0.2,8.8,3.5,9.8,31.9,1486.65
18.9,0.2,8.4,3.2,9.9,32.2,1756.95
15.2,3.5,7.6,2.8,9,29.6,810.9
16.8,0.4,7.9,2.5,12.9,27.6,135.15
12.3,0.4,13.1,2.6,7,32.2,810.9
