FullHaul,DumpingTime,EmptyHaul,LoadingTime,CycleDistance,TotalCycle,MinedTonnes
17.2,3.2,9.6,2.1,7.4,33.5,946.05
16.8,0.3,12.2,2.3,6.8,31.7,1081.2
13.5,1.4,10.4,3.3,7.3,32.3,135.15
11.2,2.3,9,2.5,6.7,27.6,1621.8
15,0.4,11.9,2.4,7.4,29.8,135.15
16.6,0.1,38.8,2.9,13.1,59.1,810.9
10.1,4.7,5.4,3.4,5.5,25.9,540.6
10.5,2.3,12.4,2.2,5.7,28,675.75
32.2,2.2,227.6,11,9.1,278.4,270.3
14.8,1.2,32.5,3.3,9.5,51.9,270.3
13.6,0.3,10.2,3,7.9,29,1756.95
17,0.1,45.5,2.9,8.3,65.5,675.75
14.3,3.7,9.7,3.7,7.5,33.6,540.6
13.6,1.3,37.5,2.7,5.9,55.1,135.15
8.5,0.2,6.7,5.5,7,22.9,540.6
8.9,0.2,22.5,4.3,5.6,40.5,135.15
7.5,0.4,8.9,2.9,2.8,20,540.6
6.4,0.2,7.2,4,2.8,18.1,675.75
11.6,0.7,6.7,6.8,4,25.8,270.3
4.9,3.6,6.9,5.4,1.5,27.5,270.3
9.2,0.2,11.5,7,3.3,31.6,270.3
8.9,0.2,5,4.8,3.3,21.6,1486.65
4.9,2.2,4.7,6.1,1.9,21.1,2703
11.9,0.2,0.9,5.7,2.1,25.8,270.3
11.6,0.2,5,2.7,2,20,2162.4
4.5,1,1.3,4.7,2.1,13.5,405.45
9.3,3.3,0.1,4.3,1.9,17,270.3
12.2,0.2,2.4,8.7,3.3,35.6,810.9
3.2,0.3,7.3,4.8,2.5,17,540.6
10.7,1.5,5,5.8,4.2,23,270.3
11.4,0.1,3.1,4.7,3.4,19.3,946.05
9.4,5.7,19.1,5.9,3.9,40.1,135.15
11.6,0.6,4.6,4.1,3.1,21.7,1621.8
14.6,0.2,3.1,5.4,2.1,24.3,675.75
10.3,0.3,3.9,5.1,1.4,20.2,540.6
8.9,0.2,14.3,4.2,2.1,27.7,675.75
13.7,0.1,13.2,7.1,1.4,34.1,135.15
14.5,0.1,11.6,5,8.7,40.4,135.15
18.6,0.1,11.4,4,8.3,36.8,946.05
13.8,0.5,19.3,5.8,8.5,42.7,270.3
13.4,0.2,14.8,2.4,5.2,30.8,270.3
13.7,0.9,12,2.7,7.6,31.5,1351.5
12.5,0.3,11.5,2.2,8.1,27,810.9
13.9,1.4,15.1,2.2,7.7,32.8,1351.5
13.4,0.9,15.7,1.8,7.3,32,405.45
7.6,2.4,15.4,2.4,4.4,28.6,1756.95
13.6,0.3,11.7,3.2,7.6,28.8,405.45
12.8,0.7,14.8,2.3,7.7,30.6,270.3
11.5,0.3,18,2.9,7.8,37.3,405.45
13,0.1,8.1,2.4,6,23.6,540.6
15.6,0.4,9,2.9,8.5,29.6,810.9
15.7,1.4,8.5,2,6.5,27.8,405.45
14.8,0.6,11.4,3.9,7.6,33.5,405.45
13.5,4.6,21.8,2.8,5.8,42.7,270.3
15.4,0.2,9.4,2.7,7.8,27.7,135.15
14.4,1.9,13.2,3.2,7.7,35.3,540.6
14.4,0.4,12.4,3.9,8.7,41,135.15
11.3,0.2,10.3,1.9,6.8,23.8,946.05
11.3,0.6,5.3,1.9,5.9,20,540.6
19.3,0.4,0.9,2.6,6.9,23.2,135.15
18.1,0.1,44.9,5.1,14.2,68.2,135.15
19.2,0.6,6.8,2.9,8.6,29.5,270.3
15,0.2,23.1,3.6,8.9,42.5,1081.2
15.3,0.1,11,2.5,15.5,28.9,135.15
15,0.2,9.5,2.6,8.7,27.4,540.6
19,3.6,5.4,2.9,8.4,33,405.45
18.6,0.9,10.1,3.1,8.3,33.3,810.9
15.9,0.1,14.5,3.3,8.7,35.9,540.6
17.9,3,13.7,3,8.8,38.9,405.45
16.4,1.2,9.6,2.6,8.9,30.3,1216.35
13.5,2.5,12.3,3.9,6.9,35.8,810.9
16.6,0.2,5.3,3.4,5.7,25.5,270.3
24.2,0.1,7,2.9,13.6,34.4,135.15
10.6,2.3,14.1,3,6.4,32.2,1621.8
16.1,0.3,8.1,2.3,7.1,27.8,1351.5
13.8,0.2,11.3,2.8,11.1,32.1,270.3
7.9,0.2,12.3,2.2,10.1,22.6,946.05
14.1,1.6,13.5,2.7,7.5,33.6,1486.65
19.3,0.2,6.6,2.6,8.3,30,540.6
15.3,0.1,18.8,2.7,7.7,38,946.05
14.4,0.3,12.1,1.9,12.1,29.2,810.9
12.2,7.1,12.9,4.7,6.5,40.1,810.9
15.3,1.8,22.7,3.9,7.8,43.7,135.15
14.3,0.5,55.3,4,7.6,74.1,135.15
15,0.2,8.4,2.5,9.3,26.3,675.75
12.6,2.2,14.5,2.5,6.5,33.4,1216.35
12,2.8,13.3,2.7,7.2,33.5,2297.55
14.7,1.4,17.6,3.5,7.6,37.2,270.3
17.1,0.4,0.2,3.1,3.7,20.8,135.15
7.4,0.6,7.8,2.1,5,19.1,1486.65
19.2,0.2,5.2,2.9,9.2,28.4,946.05
10.7,3.7,8.6,2.4,6.8,27.5,2297.55
16.9,3.7,20.4,4.6,8.4,45.7,270.3
13.4,5.7,3.3,2.4,7.6,26.9,1081.2
14,2.7,5.2,2.5,7.6,29.3,135.15
16,3.1,11.9,2.8,8.5,37.7,540.6
16.4,0.3,5,2.9,9.7,28.6,2838.15
15.7,0.5,14.5,2.7,6.4,35.7,2027.25
13.3,0.3,0.1,2.5,10.3,16.3,135.15
15.7,0.8,11.2,2.5,8.1,30.2,270.3
15.4,4.6,11.5,2.9,8.9,39.7,540.6
15.8,0.2,11.1,3,9.2,31.9,810.9
17.7,0.3,8.5,2.2,8.9,31.6,1216.35
15.3,3.6,1.8,2.5,8.6,23.7,270.3
17.2,0.3,14,3,8.5,38.4,1756.95
15.1,3.6,24.3,2.3,8.5,46.3,946.05
15.7,0.2,12.1,2.5,13,34.5,1216.35
15.6,3.1,11.6,2.6,8.3,35,1351.5
12.3,2.1,11,2.5,7.3,30.9,1621.8
11.1,0.1,7.1,2.2,7.3,23,2973.3
13.7,2,13.6,3,7.5,33.2,675.75
6.8,0.6,8,2,8.6,17.4,270.3
8.6,0.1,9.2,2.3,5.6,21.9,1216.35
12.9,2.3,19.4,3.6,7.6,39.6,270.3
16.5,0.2,12.3,2.2,7.4,31.7,1351.5
14.2,0.3,10.6,3.3,8.6,30.8,1081.2
11.7,0.1,6.4,2.8,6.7,21,405.45
17.7,0.1,2.1,2,11.2,22.5,540.6
6.1,0.1,10.7,1.9,4.5,19.6,946.05
20.2,0.2,9.2,3.7,8.8,36.9,675.75
9.1,0.5,7.7,2.4,4.3,19.7,1486.65
13.3,0.1,18.7,3.2,6.9,35.9,675.75
11.2,0.3,10.1,3.6,8.8,28.8,946.05
25.9,0.1,6.4,2.3,11.2,37.2,540.6
15.8,0.2,12.3,2.4,7.9,32.5,1081.2
15,0.6,8.7,2.2,7.1,29.1,1756.95
14.6,0.2,14.1,2.9,7,35.9,540.6
15.5,0.2,10.4,2.9,8,30.2,946.05
11.3,7.2,12.7,2.4,6.3,35.3,675.75
15.4,0.1,9.8,2.5,7,28.6,1756.95
23.6,0.2,6.1,2.3,10,33.6,1486.65
10.1,0.9,5.5,1.9,5.6,18.8,810.9
16.4,0.1,10,2.9,8.5,35.7,1351.5
16.7,0.3,9.3,2.9,7.8,31.9,1621.8
10.1,0.2,5.9,1,6,17.2,675.75
15.5,2.5,6.3,2.3,7.1,27.5,135.15
15.9,0.8,38.6,2.7,8.8,58,135.15
22.8,0.3,10.9,2.6,11,38.7,405.45
17.5,0.1,5.4,3.2,12.6,26.2,270.3
17.9,0.5,10.8,3,8.9,33.3,946.05
15.7,0.1,9.6,2.9,9,31.9,1892.1
19.4,0.2,5,3.1,10.7,32.3,2027.25
13.9,0.2,9.8,2.7,7.5,29.3,675.75
16.7,0.2,10.9,2.1,8.3,31.2,2432.7
14.3,0.2,7.7,3.5,8.1,26.2,1486.65
15.4,0.2,11,2,6.8,29.9,1486.65
15.1,0.2,8.5,4.5,9.5,32.2,540.6
15.7,0.1,7,3.6,7.7,28,1081.2
15.1,0.2,8.4,2.6,8.8,28,1621.8
12.9,0.1,7.7,3.4,7.5,26.2,1216.35
12.9,1.3,5.5,2,8.8,25.5,540.6
14.2,0.2,12.3,2.1,8,30.4,675.75
12.8,0.1,7,2.7,7.7,27.7,1486.65
10.8,0.2,9.6,4,6.8,33.8,270.3
13.1,2.5,18.9,3.9,9.4,41.8,675.75
16.4,15.7,13.4,4.8,7.4,50.3,135.15
16.4,0.1,10.1,3.2,9.7,31.5,675.75
13.2,0.4,10,2.7,6.2,26.4,540.6
14.4,0.1,7.2,3.1,5.8,24.9,946.05
17,0.3,11.2,2.7,7.3,35.2,1486.65
16.6,0.2,10.7,2.1,13.8,31.5,946.05
5.6,0.2,16.7,0.5,8.2,23,270.3
19.2,0.2,4.9,3.2,7.4,27.5,270.3
9.1,0.2,36.1,3.8,9.6,49.6,135.15
16.1,1.4,3.3,4,9.6,31.3,135.15
12.2,0.2,12.6,3.3,7.4,29.8,2432.7
9.4,0.1,4.4,1.6,4.2,16.7,1892.1
14.6,2.9,14.9,3.2,9,39.8,1081.2
15.8,2.8,22.8,2.9,9.4,45.1,675.75
14.3,2.8,9.6,1.7,8.8,28.6,135.15
15.9,4.2,6.9,2,6.8,29.3,946.05
19.1,0.2,7.5,3,12,30.5,2297.55
14,0.9,10.4,3,8.9,28.5,270.3
19.7,0.2,13.1,3,10.7,38,1486.65
20.4,2.4,4.9,3.5,13.1,33.3,1351.5
26.9,0.6,3.5,2.5,9.9,33.7,405.45
12.3,0.7,9.4,4,7.7,26.6,135.15
15.8,0.1,12.6,1.6,10,30.1,135.15
12.2,0.4,13.1,3.3,8.1,33.3,1756.95
3.4,0.1,7.3,1.2,3.3,12.2,1486.65
13.2,4.3,11.2,3.7,7.2,32.6,1081.2
15.1,2.9,18.4,4.2,9.7,42.9,810.9
9.5,2.8,20.1,4.4,7.9,37.6,1216.35
12.7,0.2,8.1,5.3,8.4,26.4,270.3
6.6,0.1,10.3,1.2,2.7,18.2,2027.25
11.5,0.3,5.7,3.7,6.1,21.4,1486.65
16,0.2,11.2,2.8,8.5,30.7,1621.8
18.8,0.4,4.8,3.2,11,29.8,675.75
14.8,0.1,15.5,2.5,7.2,35.9,810.9
9.8,0.2,6.6,1.7,3.5,18.6,1756.95
13.1,0.6,10.5,4.1,7.2,28.7,1621.8
13.8,0.1,8.8,3.7,8.6,28.1,270.3
14.7,0.1,8.6,3.2,8.8,29,1351.5
11.3,2.7,5.3,3.6,6.7,23.4,270.3
18.3,0.4,30.7,1.1,5.4,50.5,540.6
16.7,0.2,13.1,2.8,8.3,34.1,1621.8
17.9,0.2,12.6,2.1,6,33.3,675.75
14.2,3.8,12.5,3.3,8.5,36.8,1081.2
11.4,0.3,11.5,2.9,9.7,26.9,675.75
13.4,2.9,9.6,3.2,8.9,29.4,675.75
15.8,0.2,13.1,2.1,8.4,32.9,405.45
6.7,1.3,10,1.8,4.5,20.5,270.3
11.5,0.1,5.6,1.7,5.2,20.1,2838.15
16.3,0.1,13.1,3.4,9.4,33.4,1756.95
14.8,0.1,12.6,3.1,9.4,31.2,2162.4
17.4,0.2,9.4,2.1,8.5,31.4,2162.4
14.5,2.5,42.9,2.1,7.4,62.7,270.3
8,1.5,3.7,1,3.8,14.7,405.45
14.6,0.1,7.1,2.2,6.3,24.4,1892.1
16.6,0.2,15.8,2.4,4.7,36.3,1081.2
14.8,0.1,0.1,3.2,5.8,18.2,135.15
16.7,0.6,19,3.1,5.3,39.4,540.6
17.1,0.3,11.3,4.1,7.6,34.5,2027.25
16.2,0.4,22.3,3.9,4.2,42.8,810.9
16.3,0.2,14.2,5,8.4,36.2,2162.4
15.2,0.3,10.1,3.8,4.2,29.4,1351.5
13.5,0.5,15.5,3.9,6.3,33.4,270.3
14.9,3.3,5.8,3.4,8.1,31.7,270.3
17.3,0.2,8.2,2.3,8.4,29.9,1892.1
14.1,3.2,15.5,4.4,7.2,40.7,1081.2
12.4,7.5,15.5,3.6,6.8,39.4,540.6
10,2.5,15.3,3.1,5.8,31.6,2297.55
14,0.1,10.3,3.6,6.5,28.6,1216.35
13.7,0.1,9.5,4.9,9.9,31.3,270.3
17.2,0.1,12.6,3.2,8.6,34.2,2027.25
14.7,0.3,8.8,2.8,8.2,28.5,2432.7
11.9,2.2,15.7,2.5,7.4,34.8,2027.25
15.6,0.9,11.3,2.6,7.1,31,810.9
10.1,0.1,9.1,1.4,3.7,21,1351.5
12.6,0.4,8.4,2.1,6.7,23.7,2567.85
13.1,0.3,10.2,2.5,6.6,28.2,2432.7
19.2,0.3,8,2.4,9.1,30.1,1081.2
17.2,0.1,10.6,1.2,6.5,29.2,270.3
14.4,3.1,13.4,4.1,8.7,36.7,405.45
16.8,0.4,13.6,2.8,7.4,33.9,1216.35
15.7,0.2,7.9,4.7,7.7,31.9,1081.2
14.4,0.7,10.4,3.5,6.5,30,1216.35
14.7,2.3,29.1,0.6,8.4,46.7,135.15
13.2,4.6,9.1,2.4,6.9,31.7,675.75
18.5,0.4,156.3,5.5,7.3,181.3,405.45
16,0.1,7.6,3.6,4.2,27.3,135.15
12.1,0.1,15.7,3.8,6.1,31.7,540.6
11.8,0.2,15.9,4.5,3.8,32.4,675.75
10.6,4.2,14.9,8.8,9,39.2,135.15
10.4,0.3,9.3,2.1,5.6,23,2703
11.1,4.1,19.6,3,6.6,39.9,1351.5
13.1,2.7,4.5,3.5,10.3,28.5,405.45
13.1,4.1,8.1,3.5,6.8,31.3,1351.5
17.7,3.2,15.4,3.7,9.8,43.2,1216.35
17.6,0.2,6,2.7,10,30.8,540.6
15.9,0.2,6.8,2.3,9.8,26.7,946.05
14.2,0.1,11.5,3.3,8.3,30.6,2432.7
17.3,3.7,18.6,3.8,8.9,43.9,135.15
13.5,3.6,14.7,2.8,7.7,36.4,540.6
12.9,0.4,11.7,2.1,7.4,27.2,946.05
14.1,2.4,8.1,3,7.8,29.4,1351.5
12.5,2.4,17.4,3.5,6.6,38.6,2027.25
15.8,1.2,2.3,3.8,8.7,23.3,270.3
15.1,0.3,12.4,3.3,8.2,33.3,1756.95
9.5,0.7,16.1,3.5,7.7,32,2027.25
13.4,0.2,11.3,4.6,7.5,29.9,1351.5
15.4,0.2,15.6,3,5.6,36.3,1351.5
10.4,0.4,7.5,1.8,8,21.1,1892.1
10.5,2.2,4.2,2.2,6.1,19.9,540.6
15.7,0.2,9.5,2.3,8.4,27.7,810.9
15,3.6,11.9,3.3,8.8,35.2,946.05
15.3,0.1,5.8,2.9,8.8,25.8,1216.35
13.5,0.2,11,3.1,8.6,28.6,1216.35
14,0.3,6.4,3.2,7.6,24.6,1621.8
15.5,0.2,10.3,2.1,8,28.1,1351.5
16.4,4.5,7.6,2.9,9,32.9,675.75
12.3,3.6,8.6,2.6,6.9,28.8,1081.2
11,2.4,8.3,2,7.2,25.2,1216.35
14.7,0.9,10.8,2.3,8.8,30.6,2162.4
16,0.2,15.2,2.4,8.1,33.8,135.15
14.6,1.3,18.1,3,10.8,37.2,270.3
12.5,4.4,14.9,3.4,8.5,35.7,946.05
13.3,4.4,11.3,3.8,8.3,35.7,1892.1
17.9,0.3,5.1,3.3,9.6,26.9,810.9
15.8,1.4,3,1.9,8.4,23.9,270.3
18.6,1.8,15.9,3.4,10.5,39.7,270.3
17.4,0.1,8,3.3,9.5,34.3,1081.2
12.3,0.2,14.7,2.5,4.5,29.8,810.9
16,0.1,6.9,2.4,4,25.4,270.3
14.1,2.5,15.9,3.7,6.5,37.1,810.9
16.9,0.2,13.5,2.8,7.9,33.5,675.75
13.9,0.1,30,1.1,5.3,45.2,405.45
15.1,0.6,8.5,4.2,6.4,33.3,1081.2
13.6,3,29.7,3.1,7.7,51.6,1216.35
15.9,0.8,10.2,2.8,8.6,32.1,2027.25
9.6,0.1,3.4,1.1,5.6,17,3108.45
16,2.7,13.9,2.4,8.5,36.5,1892.1
19.1,2.9,12.9,2.7,7.7,39.4,1756.95
13.9,3.3,16.7,2.8,8.8,39,1351.5
15.2,0.8,9.8,4,8.1,30.3,540.6
10.8,0.2,8.8,2.3,5.9,25.1,540.6
11.1,0.6,7.3,2.3,2.6,21.3,405.45
8.8,2.9,9.8,2.4,5.7,25.6,2838.15
12.4,0.2,16.7,3,5.2,32.8,1486.65
14.6,0.5,14.4,1.6,9.9,33.4,405.45
14.8,0.2,12.8,3,7.7,33.5,405.45
13.1,2.8,18.4,4.9,8.2,41.1,1621.8
17.3,0.2,10.7,1.7,6.1,29.9,270.3
15.6,0.3,5.5,3.7,7.1,26.1,946.05
13.4,3.9,15.3,3.7,7.4,37.8,1351.5
13.3,0.5,10.9,2.9,5.4,28.2,1756.95
13.2,0.6,12.3,3.3,4.7,30.3,675.75
15,0.1,8.6,2.5,5.5,26.2,540.6
14.4,1,16,2.5,6.7,34.1,675.75
16.3,0.6,9.3,2.8,10.8,30.7,405.45
15.7,0.1,15,3.8,7.9,35.7,675.75
16.5,1,6,2.3,6.3,25.9,1621.8
13.7,2.6,4.6,2.3,6,23.6,270.3
16.8,0.4,10.4,3.3,3.9,30.9,270.3
9,8.7,29,3.9,8.9,50.7,675.75
16,0.7,15.5,3.3,7.3,35.5,675.75
12.3,0.5,8.8,2.3,5.2,23.9,1216.35
15.7,0.1,2.6,2,6,20.4,1081.2
17.9,0.9,30.2,3,10.4,55.6,270.3
15.4,1.5,9,3.1,6.8,29,810.9
11.9,2.5,8.9,2.3,17.2,25.7,270.3
14.2,2.2,34.1,4.9,8.1,55.4,270.3
14.7,4.2,11.2,2.5,7.6,33.9,270.3
15.3,0.2,11.6,2.8,7.6,32.8,1756.95
15.2,0.6,7.2,1.7,7.2,24.7,1216.35
10.9,4,10.5,2.7,6.1,28.5,1621.8
16.1,0.1,6.9,3.3,8.7,27.8,1621.8
12.6,0.1,9.1,2.3,7.8,26.9,135.15
3.4,0.2,0.1,3.4,7.6,7.4,135.15
12.9,0.4,5.9,3.2,7,23.3,1621.8
16.4,0.4,9,3,7.8,29.9,810.9
14.5,0.5,14.2,3.6,8.6,35.4,1216.35
10.3,0.1,11.9,4.3,6.7,26.8,1351.5
18.8,2,28.9,3.1,4.2,52.8,135.15
6.1,2.4,4,4.2,4.2,18.9,270.3
15,1.1,12.8,2.5,10.3,32.4,946.05
15.4,11.5,2.2,2.7,8.5,34.3,270.3
13.8,1.2,13.5,3,9.7,34.1,1351.5
12.8,8.3,12.3,2.6,8.8,36.6,135.15
14,0.7,9.5,4,7,30.7,405.45
9.2,2.7,37.8,3.1,13.2,55,270.3
15.1,1.4,14.9,2.8,7.8,38,1756.95
11.6,3,5.7,2.2,6.9,24.2,2162.4
18.6,0.5,9.1,3.4,8.2,33.6,1892.1
12.9,3.2,8.8,2.8,6.6,29.1,1081.2
15.4,0.1,8.2,2.8,6.9,26.5,405.45
14.7,0.4,9,3.3,7.4,29.9,1756.95
14.3,0.3,9.9,3.1,8,28.9,2297.55
13.7,3,14.1,3,6.9,34.4,2297.55
16.9,0.5,12.3,2.6,8.6,35,1486.65
15.4,0.3,18.1,3.8,8.7,37.7,810.9
13.5,0.1,6.5,3.5,6.7,26.8,1621.8
16.5,0.2,14.9,2.2,7.7,34.5,810.9
12,1,7.9,2.2,6.6,26.8,2162.4
11,0.7,15.7,2.6,7.4,30,135.15
19.2,2.6,13.9,5.1,11.1,41.4,270.3
14.3,0.5,8.7,4.2,8.2,29.1,2162.4
14.7,2.8,14.6,3.5,7.9,35.7,405.45
15.4,0.3,14.6,2.6,6.9,36.6,2027.25
13.4,4.2,10.6,3,6.8,32.6,1216.35
10.4,3.3,10.6,3.1,6.7,31.8,2432.7
12.9,3,10,2.9,8.1,31.6,1756.95
15.2,0.2,7.8,2.6,8.4,27.9,2567.85
11.7,0.5,9.9,4,8.2,30.3,1892.1
12,1,19.6,3.9,8.7,40.6,1892.1
18.1,0.2,12.5,2.5,7.2,34.2,1081.2
16.6,0.2,13.8,3.4,7.3,35,540.6
7.4,3.2,13.5,2.4,3.8,26.5,270.3
13.7,6.4,28.4,4.7,4.1,53.2,135.15
10.6,2.7,18.3,3,5.3,35.1,540.6
18.1,0.3,11.3,3.4,7.6,35.9,1892.1
13.6,0.3,6.5,2.9,8.2,26,135.15
12.3,0.2,11.3,3,6.6,27.2,2432.7
16.2,0.1,8.3,3.8,3.5,28.4,135.15
13,0.2,4.8,2.2,7.1,24,1486.65
11.6,0.3,6.3,3.4,9.9,27,405.45
12.9,2.5,10.3,2,7.8,30.8,1621.8
17.6,0.3,10.8,3.3,11,32.8,1216.35
8.2,3.5,10.4,3.8,7.1,27.3,405.45
13.8,1.3,14.4,3.2,7.9,34.4,540.6
14.2,0.3,4.7,3.1,5.9,23.6,270.3
10.1,0.2,16.2,3.6,4,30.1,270.3
13,2.1,3.6,2.6,7.3,21.3,675.75
17.2,0.2,16.5,3,5.5,36.9,405.45
14.3,2.7,9.8,3.6,4.1,30.4,135.15
10,1.2,19,3.6,9.6,33.9,405.45
12.9,0.3,9,4.1,7.8,26.3,540.6
9.8,2.4,11.3,4.1,6.6,28.8,405.45
13.7,3.3,4,3,8.3,24,405.45
14,0.8,10.1,2.9,8.9,29,1351.5
11.6,0.2,21.8,3.6,7.7,37.2,135.15
16.4,0.5,12.6,4.6,11.2,34.1,1216.35
13.8,3.1,11.3,3.5,6.4,31.9,1486.65
15.1,0.2,15.2,3,8.6,34.3,946.05
12.9,2.7,14.8,3.2,8,34.9,2162.4
16.4,0.1,8,2.5,6,27.1,675.75
15,2.8,10.1,3,8.4,32.1,405.45
11.2,3,10.3,2.8,7.3,29.2,2432.7
13.8,0.2,19.9,4.3,8.4,38.2,810.9
11.7,0.1,12.3,2.9,7.8,27.3,675.75
15.1,0.3,10.7,3.3,9.4,30,946.05
15.3,0.3,13.6,3.4,10,33.3,1081.2
14,0.2,7.4,2.7,6.5,25.9,1892.1
13.5,4.2,13.9,1.3,8.6,35.3,135.15
14.1,4.1,8.6,2.1,8.4,31.5,405.45
15.8,0.3,10.3,3.2,8.2,30,1621.8
15.2,4.6,17.4,2.2,6.5,39.7,810.9
14.4,0.5,11.4,2.5,4.9,28.8,405.45
18.7,0.1,7.8,4.5,7.9,31.1,405.45
13.1,0.5,14.3,3.5,8,32,135.15
15.2,0.1,7.2,1.8,8,25.4,270.3
13.5,0.1,10.4,4.1,8.3,32,1621.8
12.4,5.6,7.3,2.9,7.6,29,1351.5
13.1,0.2,7.2,3.8,7.1,28.2,540.6
13.6,0.2,13.2,3.4,8.2,30.4,270.3
15.3,0.1,11.5,3.3,8.4,30.2,675.75
16.8,0.5,9.1,2.5,6.7,32.6,270.3
17.6,0.1,3.8,4.3,9.2,25.9,270.3
15.4,0.2,10.7,3,7.9,29.8,1216.35
11.6,0.1,10.9,3,6.9,25.7,1756.95
14.5,3.3,11.3,3.3,8.7,35.9,540.6
14.3,0.2,9.6,2.4,3.9,26.5,270.3
12.6,3.6,5.5,4.2,7.7,28.6,405.45
15,1.6,0.7,2.5,7.7,20.4,270.3
13,0.2,9.3,3.4,4.9,27.1,2027.25
15.7,0.3,7.9,4,6.4,27.9,675.75
15.7,0.3,11.7,3.9,6.7,32.6,1756.95
15.2,0.5,11.6,3.9,8.1,31.2,675.75
14.1,5.5,16.2,0.6,9.6,36.4,135.15
13.8,0.1,10.5,4.4,10.3,29.4,2162.4
14.5,0.4,12.3,2.9,7.9,31.1,1216.35
16.4,0.4,12.2,3.1,6.9,32.6,1756.95
11,3.7,10.6,3.1,7.4,29.5,1081.2
15.9,0.6,13.3,3.3,8.3,33.3,1216.35
14,0.9,9.4,2.3,8.2,28.1,1486.65
11.1,0.9,7.9,2.1,6.9,22.2,810.9
13.8,2.9,9.7,2.2,7.5,29.8,2297.55
15.9,1.3,11.5,1.6,7.7,30.3,810.9
16.4,0.1,6.5,3.8,7.8,28.7,1621.8
4.2,0.5,3.7,0.5,1.2,8.9,1351.5
10.6,0.2,6.8,1.6,5.2,19.2,405.45
14.2,3.5,17.2,2.6,7.8,39,1756.95
17.9,0.1,4.8,2.7,8.6,27.6,405.45
15.9,0.2,7,3.5,7.4,28.1,810.9
12.9,1,7.3,2,6.6,24.7,810.9
20,0.1,8.2,5.3,10.2,37.9,540.6
10.9,2.4,15.9,2.4,6,31.7,1351.5
14.4,3.7,10.9,2.9,8.9,32.5,1351.5
17.2,0.5,11.7,3.4,7.7,33.7,1892.1
12.8,0.6,8.4,2.8,3.7,24.6,540.6
45.6,4.7,21.9,2.8,7.5,75.5,810.9
14.4,0.3,7,1.8,7.2,24.2,810.9
16.5,0.2,11.9,3.3,5.6,31.9,1216.35
16.1,0.1,11.1,4.8,6.6,33.4,405.45
11.9,0.4,3.6,4,6.2,19.9,405.45
10.5,1.9,8.2,1.8,5.6,23.4,2567.85
16.3,0.3,33,2.8,13.2,54.2,540.6
13.7,0.3,11.3,3,3.4,28.3,810.9
13.7,0.4,10.4,3,4.1,27.5,1216.35
15.1,0.1,10.9,3.3,4.3,29.4,135.15
15.3,0.5,11.7,3.1,8.3,30.6,675.75
12,4.1,22.5,3.9,6.3,42.5,270.3
11,0.3,10.4,3.9,8.5,26.8,270.3
14.1,0.1,0.7,3,14.5,20.1,270.3
16.7,0.2,12.4,3.1,5.1,33,1621.8
17.8,0.1,9.8,2.3,9.4,30.9,946.05
15.1,0.3,12,3.2,8.3,30.6,270.3
10.8,1.9,8.5,4.7,8.5,25.9,135.15
13.6,5.4,15.8,2,8,36.8,135.15
14.8,0.4,12.5,2.7,8.5,30.4,1081.2
14.7,0.3,9.8,2.5,8.3,29.9,946.05
12.9,0.6,11.9,2.5,5,28.9,1892.1
10.6,3.3,12,2,7.7,29.7,1081.2
11.4,2.6,7.8,2.4,8.8,25.5,270.3
10.1,3.8,19.1,2.8,7.7,36.3,405.45
9.8,2.6,63.3,3.3,8.1,82.1,135.15
21.3,0.1,4,2.2,6.5,27.7,270.3
13.6,0.4,7.3,3.6,8.3,24.9,675.75
16.3,0.1,2.9,5.1,6,27.5,405.45
15.2,0.3,9.8,3,5.8,28.3,405.45
13.9,0.1,13.2,3.4,6.4,31.4,1216.35
10.1,6.9,31.3,4.1,3.4,52.4,135.15
16.9,0.1,8.8,2.8,3.4,28.6,135.15
1.5,0.4,0.7,0.3,0.8,2.9,2297.55
12.5,1.7,11.3,3.8,9.3,31.5,1486.65
10.7,0.2,12.3,4,7.8,27.3,810.9
13.2,0.5,15.5,3.9,7.8,33.1,270.3
13.5,0.3,12.6,3.7,10,33.2,946.05
16.5,0.1,6.7,4.4,9,27.8,1216.35
15.4,0.3,11.2,4.3,4,31.2,946.05
13.8,0.3,11.3,4,6.3,29.6,1216.35
15.2,0.2,5.9,3.6,8.4,25.4,405.45
11.6,0.5,13.8,3.4,8.1,31,2027.25
12.5,3.9,14.3,3.2,9,33.9,135.15
14.6,0.2,9.3,3.3,9.2,27.5,2162.4
11.6,3.5,4.9,6.6,8.2,31.8,135.15
14.7,2.8,37,4.4,12.3,66,135.15
16.7,0.5,12.3,2.9,4.4,32.4,1081.2
17.6,0.2,13.1,3.3,7.6,35.1,2027.25
15.3,0.3,7.9,2,8.1,26.2,1621.8
12.6,1.6,15.9,2,8.2,32.6,1351.5
13.1,4.2,16,2.5,8.3,36.3,2027.25
15,0.1,6.8,2.1,8.7,24.5,1351.5
12.4,3.5,14.5,2.3,8.5,39,405.45
17.1,0.5,9.2,4.6,5.7,31.4,675.75
13.4,0.3,17.7,2.2,6.2,34,1216.35
16.3,0.3,12,3.1,5.9,32.9,2027.25
13.2,1.7,13.7,2.9,8.5,32,270.3
16.8,0.2,10.4,3,6.2,32.3,1081.2
16.9,0.1,9.3,1.8,8.5,29.2,1756.95
